from_id,to_id,straight_line_m,walk_m_est,walk_min_est,method
kresge,macgregor,704,880,11.0,haversine_x1.25_at_80m_per_min
kresge,new_house,818,1022,12.8,haversine_x1.25_at_80m_per_min
kresge,next_house,954,1192,14.9,haversine_x1.25_at_80m_per_min
kresge,simmons,687,859,10.7,haversine_x1.25_at_80m_per_min
kresge,east_campus,593,741,9.3,haversine_x1.25_at_80m_per_min
kresge,bldg7,180,226,2.8,haversine_x1.25_at_80m_per_min
kresge,bldg3,239,298,3.7,haversine_x1.25_at_80m_per_min
kresge,bldg10,308,384,4.8,haversine_x1.25_at_80m_per_min
kresge,bldg2,322,403,5.0,haversine_x1.25_at_80m_per_min
kresge,bldg4,350,438,5.5,haversine_x1.25_at_80m_per_min
kresge,bldg6,413,516,6.4,haversine_x1.25_at_80m_per_min
kresge,hayden,445,557,7.0,haversine_x1.25_at_80m_per_min
kresge,killian,283,354,4.4,haversine_x1.25_at_80m_per_min
kresge,bldg26,355,444,5.5,haversine_x1.25_at_80m_per_min
kresge,bldg45,440,550,6.9,haversine_x1.25_at_80m_per_min
kresge,bldg46,519,648,8.1,haversine_x1.25_at_80m_per_min
kresge,stata,623,779,9.7,haversine_x1.25_at_80m_per_min
kresge,media_lab,705,882,11.0,haversine_x1.25_at_80m_per_min
kresge,sloan,978,1223,15.3,haversine_x1.25_at_80m_per_min
kresge,mit_medical,935,1168,14.6,haversine_x1.25_at_80m_per_min
kresge,student_center,92,115,1.4,haversine_x1.25_at_80m_per_min
kresge,chapel,50,62,0.8,haversine_x1.25_at_80m_per_min
kresge,kresge_oval,46,58,0.7,haversine_x1.25_at_80m_per_min
kresge,zesiger,202,252,3.2,haversine_x1.25_at_80m_per_min
kresge,johnson,313,391,4.9,haversine_x1.25_at_80m_per_min
kresge,central_sq,1047,1309,16.4,haversine_x1.25_at_80m_per_min
kresge,back_bay,1062,1327,16.6,haversine_x1.25_at_80m_per_min
chapel,maseeh,95,119,1.5,haversine_x1.25_at_80m_per_min
chapel,mccormick,299,374,4.7,haversine_x1.25_at_80m_per_min
chapel,baker,432,540,6.8,haversine_x1.25_at_80m_per_min
chapel,burton_conner,584,731,9.1,haversine_x1.25_at_80m_per_min
chapel,macgregor,753,941,11.8,haversine_x1.25_at_80m_per_min
chapel,new_house,867,1084,13.5,haversine_x1.25_at_80m_per_min
chapel,next_house,1003,1254,15.7,haversine_x1.25_at_80m_per_min
chapel,simmons,731,913,11.4,haversine_x1.25_at_80m_per_min
chapel,east_campus,545,681,8.5,haversine_x1.25_at_80m_per_min
chapel,bldg7,148,186,2.3,haversine_x1.25_at_80m_per_min
chapel,bldg3,200,249,3.1,haversine_x1.25_at_80m_per_min
chapel,bldg10,272,340,4.2,haversine_x1.25_at_80m_per_min
chapel,bldg2,277,346,4.3,haversine_x1.25_at_80m_per_min
chapel,bldg4,308,385,4.8,haversine_x1.25_at_80m_per_min
chapel,bldg6,369,461,5.8,haversine_x1.25_at_80m_per_min
chapel,hayden,400,499,6.2,haversine_x1.25_at_80m_per_min
chapel,killian,237,297,3.7,haversine_x1.25_at_80m_per_min
chapel,bldg26,341,426,5.3,haversine_x1.25_at_80m_per_min
chapel,bldg45,419,523,6.5,haversine_x1.25_at_80m_per_min
chapel,bldg46,491,614,7.7,haversine_x1.25_at_80m_per_min
chapel,stata,590,738,9.2,haversine_x1.25_at_80m_per_min
chapel,media_lab,661,827,10.3,haversine_x1.25_at_80m_per_min
chapel,sloan,933,1166,14.6,haversine_x1.25_at_80m_per_min
chapel,mit_medical,896,1120,14.0,haversine_x1.25_at_80m_per_min
chapel,student_center,83,104,1.3,haversine_x1.25_at_80m_per_min
chapel,kresge,50,62,0.8,haversine_x1.25_at_80m_per_min
chapel,kresge_oval,51,64,0.8,haversine_x1.25_at_80m_per_min
chapel,zesiger,219,273,3.4,haversine_x1.25_at_80m_per_min
chapel,johnson,343,429,5.4,haversine_x1.25_at_80m_per_min
chapel,central_sq,1085,1356,16.9,haversine_x1.25_at_80m_per_min
chapel,back_bay,1027,1283,16.0,haversine_x1.25_at_80m_per_min
kresge_oval,maseeh,140,174,2.2,haversine_x1.25_at_80m_per_min
kresge_oval,mccormick,298,372,4.7,haversine_x1.25_at_80m_per_min
kresge_oval,baker,422,528,6.6,haversine_x1.25_at_80m_per_min
kresge_oval,burton_conner,568,710,8.9,haversine_x1.25_at_80m_per_min
kresge_oval,macgregor,731,914,11.4,haversine_x1.25_at_80m_per_min
kresge_oval,new_house,843,1053,13.2,haversine_x1.25_at_80m_per_min
kresge_oval,next_house,975,1219,15.2,haversine_x1.25_at_80m_per_min
kresge_oval,simmons,686,857,10.7,haversine_x1.25_at_80m_per_min
kresge_oval,east_campus,564,705,8.8,haversine_x1.25_at_80m_per_min
kresge_oval,bldg7,138,173,2.2,haversine_x1.25_at_80m_per_min
kresge_oval,bldg3,200,250,3.1,haversine_x1.25_at_80m_per_min
kresge_oval,bldg10,266,332,4.2,haversine_x1.25_at_80m_per_min
kresge_oval,bldg2,289,362,4.5,haversine_x1.25_at_80m_per_min
kresge_oval,bldg4,313,391,4.9,haversine_x1.25_at_80m_per_min
kresge_oval,bldg6,378,472,5.9,haversine_x1.25_at_80m_per_min
kresge_oval,hayden,413,516,6.5,haversine_x1.25_at_80m_per_min
kresge_oval,killian,252,315,3.9,haversine_x1.25_at_80m_per_min
kresge_oval,bldg26,309,387,4.8,haversine_x1.25_at_80m_per_min
kresge_oval,bldg45,394,492,6.2,haversine_x1.25_at_80m_per_min
kresge_oval,bldg46,473,592,7.4,haversine_x1.25_at_80m_per_min
kresge_oval,stata,579,724,9.0,haversine_x1.25_at_80m_per_min
kresge_oval,media_lab,669,836,10.5,haversine_x1.25_at_80m_per_min
kresge_oval,sloan,943,1179,14.7,haversine_x1.25_at_80m_per_min
kresge_oval,mit_medical,893,1117,14.0,haversine_x1.25_at_80m_per_min
kresge_oval,student_center,46,58,0.7,haversine_x1.25_at_80m_per_min
kresge_oval,kresge,46,58,0.7,haversine_x1.25_at_80m_per_min
kresge_oval,chapel,51,64,0.8,haversine_x1.25_at_80m_per_min
kresge_oval,zesiger,169,211,2.6,haversine_x1.25_at_80m_per_min
kresge_oval,johnson,292,366,4.6,haversine_x1.25_at_80m_per_min
kresge_oval,central_sq,1035,1294,16.2,haversine_x1.25_at_80m_per_min
kresge_oval,back_bay,1077,1346,16.8,haversine_x1.25_at_80m_per_min
zesiger,maseeh,306,383,4.8,haversine_x1.25_at_80m_per_min
zesiger,mccormick,380,475,5.9,haversine_x1.25_at_80m_per_min
zesiger,baker,465,581,7.3,haversine_x1.25_at_80m_per_min
zesiger,burton_conner,579,724,9.1,haversine_x1.25_at_80m_per_min
zesiger,macgregor,719,898,11.2,haversine_x1.25_at_80m_per_min
zesiger,new_house,814,1017,12.7,haversine_x1.25_at_80m_per_min
zesiger,next_house,930,1163,14.5,haversine_x1.25_at_80m_per_min
zesiger,simmons,568,711,8.9,haversine_x1.25_at_80m_per_min
zesiger,east_campus,624,780,9.8,haversine_x1.25_at_80m_per_min
zesiger,bldg7,192,239,3.0,haversine_x1.25_at_80m_per_min
zesiger,bldg3,252,315,3.9,haversine_x1.25_at_80m_per_min
zesiger,bldg10,281,351,4.4,haversine_x1.25_at_80m_per_min
zesiger,bldg2,352,441,5.5,haversine_x1.25_at_80m_per_min
zesiger,bldg4,350,438,5.5,haversine_x1.25_at_80m_per_min
zesiger,bldg6,418,522,6.5,haversine_x1.25_at_80m_per_min
zesiger,hayden,465,581,7.3,haversine_x1.25_at_80m_per_min
zesiger,killian,328,410,5.1,haversine_x1.25_at_80m_per_min
zesiger,bldg26,219,273,3.4,haversine_x1.25_at_80m_per_min
zesiger,bldg45,319,399,5.0,haversine_x1.25_at_80m_per_min
zesiger,bldg46,416,521,6.5,haversine_x1.25_at_80m_per_min
zesiger,stata,538,672,8.4,haversine_x1.25_at_80m_per_min
zesiger,media_lab,688,859,10.7,haversine_x1.25_at_80m_per_min
zesiger,sloan,962,1202,15.0,haversine_x1.25_at_80m_per_min
zesiger,mit_medical,869,1086,13.6,haversine_x1.25_at_80m_per_min
zesiger,student_center,143,179,2.2,haversine_x1.25_at_80m_per_min
zesiger,kresge,202,252,3.2,haversine_x1.25_at_80m_per_min
zesiger,chapel,219,273,3.4,haversine_x1.25_at_80m_per_min
zesiger,kresge_oval,169,211,2.6,haversine_x1.25_at_80m_per_min
zesiger,johnson,142,178,2.2,haversine_x1.25_at_80m_per_min
zesiger,central_sq,888,1110,13.9,haversine_x1.25_at_80m_per_min
zesiger,back_bay,1236,1546,19.3,haversine_x1.25_at_80m_per_min
johnson,maseeh,419,524,6.5,haversine_x1.25_at_80m_per_min
johnson,mccormick,409,511,6.4,haversine_x1.25_at_80m_per_min
johnson,baker,450,563,7.0,haversine_x1.25_at_80m_per_min
johnson,burton_conner,529,661,8.3,haversine_x1.25_at_80m_per_min
johnson,macgregor,642,803,10.0,haversine_x1.25_at_80m_per_min
johnson,new_house,723,903,11.3,haversine_x1.25_at_80m_per_min
johnson,next_house,826,1032,12.9,haversine_x1.25_at_80m_per_min
johnson,simmons,430,538,6.7,haversine_x1.25_at_80m_per_min
johnson,east_campus,758,948,11.8,haversine_x1.25_at_80m_per_min
johnson,bldg7,334,417,5.2,haversine_x1.25_at_80m_per_min
johnson,bldg3,392,490,6.1,haversine_x1.25_at_80m_per_min
johnson,bldg10,412,515,6.4,haversine_x1.25_at_80m_per_min
johnson,bldg2,491,614,7.7,haversine_x1.25_at_80m_per_min
johnson,bldg4,484,605,7.6,haversine_x1.25_at_80m_per_min
johnson,bldg6,550,688,8.6,haversine_x1.25_at_80m_per_min
johnson,hayden,599,749,9.4,haversine_x1.25_at_80m_per_min
johnson,killian,469,587,7.3,haversine_x1.25_at_80m_per_min
johnson,bldg26,306,383,4.8,haversine_x1.25_at_80m_per_min
johnson,bldg45,403,504,6.3,haversine_x1.25_at_80m_per_min
johnson,bldg46,504,630,7.9,haversine_x1.25_at_80m_per_min
johnson,stata,629,787,9.8,haversine_x1.25_at_80m_per_min
johnson,media_lab,806,1007,12.6,haversine_x1.25_at_80m_per_min
johnson,sloan,1076,1346,16.8,haversine_x1.25_at_80m_per_min
johnson,mit_medical,961,1202,15.0,haversine_x1.25_at_80m_per_min
johnson,student_center,278,348,4.3,haversine_x1.25_at_80m_per_min
johnson,kresge,313,391,4.9,haversine_x1.25_at_80m_per_min
johnson,chapel,343,429,5.4,haversine_x1.25_at_80m_per_min
johnson,kresge_oval,292,366,4.6,haversine_x1.25_at_80m_per_min
johnson,zesiger,142,178,2.2,haversine_x1.25_at_80m_per_min
johnson,central_sq,748,935,11.7,haversine_x1.25_at_80m_per_min
johnson,back_bay,1369,1712,21.4,haversine_x1.25_at_80m_per_min
central_sq,maseeh,1147,1434,17.9,haversine_x1.25_at_80m_per_min
central_sq,mccormick,1020,1275,15.9,haversine_x1.25_at_80m_per_min
central_sq,baker,952,1190,14.9,haversine_x1.25_at_80m_per_min
central_sq,burton_conner,883,1103,13.8,haversine_x1.25_at_80m_per_min
central_sq,macgregor,823,1029,12.9,haversine_x1.25_at_80m_per_min
central_sq,new_house,777,971,12.1,haversine_x1.25_at_80m_per_min
central_sq,next_house,735,919,11.5,haversine_x1.25_at_80m_per_min
central_sq,simmons,403,504,6.3,haversine_x1.25_at_80m_per_min
central_sq,east_campus,1463,1829,22.9,haversine_x1.25_at_80m_per_min
central_sq,bldg7,1076,1345,16.8,haversine_x1.25_at_80m_per_min
central_sq,bldg3,1128,1410,17.6,haversine_x1.25_at_80m_per_min
central_sq,bldg10,1129,1411,17.6,haversine_x1.25_at_80m_per_min
central_sq,bldg2,1221,1526,19.1,haversine_x1.25_at_80m_per_min
central_sq,bldg4,1201,1501,18.8,haversine_x1.25_at_80m_per_min
central_sq,bldg6,1260,1575,19.7,haversine_x1.25_at_80m_per_min
central_sq,hayden,1311,1639,20.5,haversine_x1.25_at_80m_per_min
central_sq,killian,1206,1507,18.8,haversine_x1.25_at_80m_per_min
central_sq,bldg26,974,1217,15.2,haversine_x1.25_at_80m_per_min
central_sq,bldg45,1035,1294,16.2,haversine_x1.25_at_80m_per_min
central_sq,bldg46,1118,1397,17.5,haversine_x1.25_at_80m_per_min
central_sq,stata,1226,1533,19.2,haversine_x1.25_at_80m_per_min
central_sq,media_lab,1459,1824,22.8,haversine_x1.25_at_80m_per_min
central_sq,sloan,1699,2123,26.5,haversine_x1.25_at_80m_per_min
central_sq,mit_medical,1515,1894,23.7,haversine_x1.25_at_80m_per_min
central_sq,student_center,1025,1282,16.0,haversine_x1.25_at_80m_per_min
central_sq,kresge,1047,1309,16.4,haversine_x1.25_at_80m_per_min
central_sq,chapel,1085,1356,16.9,haversine_x1.25_at_80m_per_min
central_sq,kresge_oval,1035,1294,16.2,haversine_x1.25_at_80m_per_min
central_sq,zesiger,888,1110,13.9,haversine_x1.25_at_80m_per_min
central_sq,johnson,748,935,11.7,haversine_x1.25_at_80m_per_min
central_sq,back_bay,2109,2636,32.9,haversine_x1.25_at_80m_per_min
back_bay,maseeh,962,1202,15.0,haversine_x1.25_at_80m_per_min
back_bay,mccormick,1140,1425,17.8,haversine_x1.25_at_80m_per_min
back_bay,baker,1263,1579,19.7,haversine_x1.25_at_80m_per_min
back_bay,burton_conner,1413,1767,22.1,haversine_x1.25_at_80m_per_min
back_bay,macgregor,1585,1981,24.8,haversine_x1.25_at_80m_per_min
back_bay,new_house,1712,2140,26.8,haversine_x1.25_at_80m_per_min
back_bay,next_house,1865,2331,29.1,haversine_x1.25_at_80m_per_min
back_bay,simmons,1736,2171,27.1,haversine_x1.25_at_80m_per_min
back_bay,east_campus,900,1125,14.1,haversine_x1.25_at_80m_per_min
back_bay,bldg7,1069,1337,16.7,haversine_x1.25_at_80m_per_min
back_bay,bldg3,1039,1299,16.2,haversine_x1.25_at_80m_per_min
back_bay,bldg10,1076,1345,16.8,haversine_x1.25_at_80m_per_min
back_bay,bldg2,978,1223,15.3,haversine_x1.25_at_80m_per_min
back_bay,bldg4,1023,1279,16.0,haversine_x1.25_at_80m_per_min
back_bay,bldg6,999,1249,15.6,haversine_x1.25_at_80m_per_min
back_bay,hayden,961,1201,15.0,haversine_x1.25_at_80m_per_min
back_bay,killian,971,1214,15.2,haversine_x1.25_at_80m_per_min
back_bay,bldg26,1247,1558,19.5,haversine_x1.25_at_80m_per_min
back_bay,bldg45,1254,1567,19.6,haversine_x1.25_at_80m_per_min
back_bay,bldg46,1245,1556,19.5,haversine_x1.25_at_80m_per_min
back_bay,stata,1240,1550,19.4,haversine_x1.25_at_80m_per_min
back_bay,media_lab,1062,1328,16.6,haversine_x1.25_at_80m_per_min
back_bay,sloan,1141,1426,17.8,haversine_x1.25_at_80m_per_min
back_bay,mit_medical,1317,1646,20.6,haversine_x1.25_at_80m_per_min
back_bay,student_center,1094,1367,17.1,haversine_x1.25_at_80m_per_min
back_bay,kresge,1062,1327,16.6,haversine_x1.25_at_80m_per_min
back_bay,chapel,1027,1283,16.0,haversine_x1.25_at_80m_per_min
back_bay,kresge_oval,1077,1346,16.8,haversine_x1.25_at_80m_per_min
back_bay,zesiger,1236,1546,19.3,haversine_x1.25_at_80m_per_min
back_bay,johnson,1369,1712,21.4,haversine_x1.25_at_80m_per_min
back_bay,central_sq,2109,2636,32.9,haversine_x1.25_at_80m_per_min
